1,100,0.20302,18697.2205,425.23
2,125,0.20953,16576.12262,450.557
3,150,0.21614,14863.72077,468.078
4,175,0.21729,13605.90465,509.876
5,200,0.22226,12604.78764,509.574
6,225,0.22326,11809.50258,542.92
7,250,0.22801,11071.14713,548.852
8,275,0.23212,10452.78416,573.501
9,300,0.23319,9942.54969,691.236
10,325,0.23451,9496.04265,850.584
