1,100,0.20302,18697.2205,402.967
2,125,0.20953,16576.12262,432.416
3,150,0.21614,14863.72077,466.84
5,200,0.22226,12604.78764,489.507
4,175,0.21729,13605.90465,508.645
6,225,0.22326,11809.50258,511.866
7,250,0.22801,11071.14713,526.57
8,275,0.23212,10452.78416,569.832
9,300,0.23319,9942.54969,571.324
10,325,0.23451,9496.04265,607.686
